Accession	Node:0	Node:1	Node:2	Node:3	Node:4	Node:5	Node:6	Node:7	Node:8	Node:9	Node:10	Node:11	Node:12	Node:13	Node:14	Node:15	Node:16	Node:17	Node:18	Node:19	Node:20	Node:21	Node:22	Node:23	Node:24	Node:25	Node:26	Node:27	Seq:0	Seq:1	Seq:2	Seq:3	Seq:4	Seq:5	Seq:6	Seq:7	Seq:8	Seq:9	Seq:10	Seq:11	Seq:12	Seq:13	Seq:14	Seq:15	Seq:16	Seq:17	Seq:18	Seq:19	Seq:20	Seq:21	Seq:22	Seq:23	Seq:24	Seq:25	Seq:26	Seq:27
6909#1#Chr5	1532	17373	16783	16171	14002	12593	15829	16876	16731	16824	20237	24603	23363	26236	29528	33882	31660	37810	40362	50072	54300	61884	74170	92110	120964	180450	340764	659387	77879	276155	289424	190745	131727	115769	173495	215079	159020	137366	136086	221952	159524	213968	224467	251153	190748	259557	244791	304475	335085	357394	392251	482077	640250	903607	1440563	18152072
6966#1#Chr5	11742	14296	10498	17244	14896	12711	13408	16530	16414	16361	20098	24164	24849	27453	30485	36046	33666	38128	42523	50968	54742	59924	71480	91096	117345	176962	333835	659387	411281	250103	116002	289864	183054	131126	115041	177949	160146	119162	128460	203685	178440	219590	232795	271357	219123	257408	256181	324702	346245	359085	380057	477354	626836	863636	1414255	18152072
8236#1#Chr5	18562	11101	16851	12481	11664	11942	13660	16020	17490	18070	19794	23557	21456	24934	29320	33710	33539	39381	44223	52998	55829	63502	75230	93164	120831	181038	331612	659387	304027	189072	323711	134416	90190	95910	135533	141472	187668	184793	150544	212140	141362	167687	211888	238069	202814	258230	264548	350300	344986	374902	406143	491131	643313	902196	1415366	18152072
9075#1#Chr5	24395	16365	13451	12921	13103	13086	13068	15320	15852	16666	15425	17670	19487	21856	24061	29113	31339	35886	39539	49428	52604	58739	70280	89344	116218	176917	327211	659387	536565	220040	218736	134536	122310	125430	122947	147601	127376	165717	94757	117132	130831	169558	145114	188563	198108	236778	240325	310939	324022	357490	372014	459716	615144	861958	1401181	18152072
9537#1#Chr5	21440	14992	11882	17591	15588	15081	14916	17579	17522	19326	19850	24150	23564	25962	29586	33476	32468	36407	43484	50045	52541	59976	71824	90938	117799	177020	330371	659387	299474	174974	175960	279704	132381	138526	118880	192561	136494	198624	132491	198295	168640	195929	198974	236003	197949	225966	269158	330644	330115	350055	377503	476362	628587	873121	1398372	18152072
9543#1#Chr5	36909	19282	21204	22701	21163	21544	21513	20768	16577	17456	17785	20643	19819	23688	28731	31114	29423	33617	40009	43937	48025	53959	67586	84777	113504	173448	320198	659387	563114	305479	218974	241953	215881	253024	217101	163427	124904	151548	115492	142544	119421	156317	215680	228165	167495	197931	235025	286867	297356	299449	352513	432751	611060	838954	1363757	18152072
9638#1#Chr5	15097	10925	14985	14516	13995	13356	15416	17133	17446	16800	18924	22534	22113	25803	30099	34181	31724	38665	42937	52510	55738	62166	72818	90959	119350	179844	333070	659387	302985	164870	208255	134118	119279	125010	186063	157827	170108	163104	127171	176344	156986	196329	223060	254788	177469	255321	254492	340333	355842	375856	388845	480938	630762	879023	1409402	18152072
9728#1#Chr5	18058	13820	16344	12766	11665	12508	13121	16415	16926	18520	20366	23580	23374	27058	29740	34654	31844	37768	43369	53577	56856	62084	73724	91399	119834	180110	332037	659387	314886	231289	251768	137400	117541	141428	107335	157651	156796	191961	145025	200773	157700	201109	222902	253910	188329	238841	258950	351962	367893	364639	391796	471464	634988	895960	1416725	18152072
9764#1#Chr5	55644	21248	17527	17429	17213	17237	17423	19725	15782	16314	16888	21127	19783	20872	22981	26783	28736	31612	36489	41922	45971	50965	61848	78380	104360	167632	307935	659387	1056522	413448	223159	201015	145467	147537	110958	188950	109310	122879	101190	150767	138091	142392	132007	170058	171934	202066	212712	261638	285684	288165	316838	394064	512313	808677	1297276	18152072
9888#1#Chr5	19531	13555	13332	19441	15187	13257	13385	16696	16970	17364	19388	24561	24788	27410	31124	33895	34260	38410	43674	51127	53876	58343	67880	87028	115564	175639	328552	659387	255340	231323	137655	338497	124718	138235	93102	151405	155312	139675	110840	196029	182750	199506	242025	245084	208784	243042	262254	326464	345874	344804	355777	436003	616841	847431	1389597	18152072
9905#1#Chr5	45251	20162	21136	23410	22581	23535	23016	21861	18357	16998	18308	22870	21630	24905	27453	30784	32017	34576	38096	43447	46098	53494	63705	83622	112378	170753	315200	659387	699965	317400	263037	217765	204741	251831	241638	197740	152628	126630	108960	168389	139847	177670	180205	208914	200997	229796	217655	279055	262524	311420	318853	427282	594981	828062	1327003	18152072
9981#1#Chr5	22079	16316	13246	12128	13777	13483	15055	16292	14852	16356	16809	19987	20284	22531	24658	30477	31831	37288	41211	49375	54139	61317	71604	91797	118008	178020	328931	659387	486924	213474	165231	110037	148549	136225	153606	167803	115444	141872	103086	149617	140614	161224	145501	215379	189186	256579	249238	301957	327441	369550	368151	482069	623306	885955	1395867	18152072
TAIR10#1#Chr5	691	15358	15600	15249	13250	12004	15350	16366	16396	16437	19878	24290	22965	25697	29026	33565	31337	37551	40164	49948	54208	61603	74000	91906	120619	179218	340223	659387	55751	210259	276088	181960	126782	111089	170762	211257	157860	135488	132865	220604	157492	212339	219928	249402	188228	257131	243704	303780	334835	355819	391906	481635	639375	896259	1429724	18152072
