Accession	Node:0	Node:1	Node:2	Node:3	Node:4	Node:5	Node:6	Node:7	Node:8	Node:9	Node:10	Node:11	Node:12	Node:13	Node:14	Node:15	Node:16	Node:17	Node:18	Node:19	Node:20	Node:21	Node:22	Node:23	Node:24	Node:25	Node:26	Node:27	Seq:0	Seq:1	Seq:2	Seq:3	Seq:4	Seq:5	Seq:6	Seq:7	Seq:8	Seq:9	Seq:10	Seq:11	Seq:12	Seq:13	Seq:14	Seq:15	Seq:16	Seq:17	Seq:18	Seq:19	Seq:20	Seq:21	Seq:22	Seq:23	Seq:24	Seq:25	Seq:26	Seq:27
22007#1#Chr1	49380	34489	21254	20781	21339	19731	20239	24856	23168	24019	25052	26023	21093	21377	22243	26122	30321	34287	37586	40159	42941	50943	63638	85347	120843	189063	351216	739308	651645	465181	284212	252224	192763	175200	161993	281653	218205	177074	180136	214182	134709	134215	115730	150840	166062	206511	218409	249932	235650	261283	308397	395010	592713	881656	1550380	20313293
6024#1#Chr1	15511	15595	14613	13561	14872	15925	17798	19053	21395	20643	23943	25761	23221	24500	27488	34383	37786	41508	47065	51387	52932	62045	76017	98770	132617	206698	371072	739308	252226	272290	181520	169040	136881	127878	202228	151678	229557	163147	170393	225705	165422	170950	151656	228018	252764	271683	273598	344159	283887	342166	383752	493182	677386	1001840	1637550	20313293
6069#1#Chr1	13707	19397	14921	15474	14518	14993	14904	16309	18265	16953	20056	20576	21698	25958	27103	32407	35561	41626	44454	51535	53351	59571	72787	94943	130578	203942	372584	739308	208195	358997	207565	160856	132719	143418	140004	122753	151757	118949	169973	147077	133556	217411	191410	215865	226619	281893	261118	327612	306219	318632	355568	462891	665259	992966	1641706	20313293
6124#1#Chr1	18136	14805	13823	13498	13707	16426	15283	17757	20080	16712	19818	21502	23641	27419	28952	32631	35741	42021	47136	52992	54602	62781	77502	100013	134049	207742	369064	739308	424882	239616	208405	180996	119720	222558	144960	123105	221927	128448	146374	156813	163158	227521	216631	218938	230482	272521	282131	354322	312006	337124	388540	500441	686781	1020999	1627345	20313293
6244#1#Chr1	14815	19353	15367	16615	15786	16070	16006	18060	21540	18335	21077	23304	22082	25786	26971	30583	34403	36110	40021	47216	53264	61268	74243	95962	131079	203979	372789	739308	718083	388187	235957	221383	168788	160936	166429	132318	238260	121783	150100	196483	141602	212590	176172	184044	235166	238663	219529	277517	286334	335668	367441	464856	673784	988778	1638422	20313293
6909#1#Chr1	1007	21171	17145	17501	15381	15990	17674	18073	15521	15865	17333	20186	22586	27538	29552	35261	38756	42258	45846	52379	56794	63596	77651	98867	133942	207230	379180	739308	54456	435541	258378	311706	170287	201601	178369	237881	121437	120667	125231	145222	132828	220450	214822	236834	253540	282021	261684	337286	332075	354009	394616	484834	695615	1017063	1669448	20313293
6966#1#Chr1	18944	15796	14786	16177	16427	16186	14225	16113	19590	19300	21901	24718	24027	26675	28696	33727	37402	43119	47574	53067	54764	61902	76302	99040	134252	207939	370491	739308	351224	182785	231411	233672	164590	181033	109297	102463	152102	152837	160725	209397	175564	222283	213138	230324	245040	285250	289421	353297	316763	331998	386834	489125	698635	1020210	1634578	20313293
8236#1#Chr1	18633	13900	13543	13432	13553	14375	16191	14499	15657	15769	18873	19759	22666	26000	26274	31687	35701	41969	45727	51171	53168	60670	77172	100096	134056	209156	369327	739308	474577	201552	193535	193960	200103	151948	190688	126108	106965	104562	155591	123841	154511	219155	179363	209411	211608	280428	270490	325217	294401	314046	383973	496531	690335	1025216	1631267	20313293
9075#1#Chr1	28143	16242	15114	17063	17227	16983	18556	20043	18636	17761	20805	21156	20442	24782	25668	29646	33996	40827	44842	49480	53477	61096	76261	98315	133222	206265	364195	739308	503122	197277	222579	247776	186305	199914	200879	252786	181393	120523	188853	164154	125732	206309	171394	176095	193322	271906	273652	313483	308631	328951	378452	486853	693200	1011086	1612086	20313293
9537#1#Chr1	31443	19189	18071	19420	21642	17974	16928	18873	21171	21688	23039	23305	21488	24411	27043	33483	35464	39631	43285	49964	52180	59179	72637	93919	127146	203220	366221	739308	486969	336898	272339	189658	317310	188422	135516	157441	166600	168659	161472	182170	138602	153141	145084	218106	231820	261400	248501	330418	294638	316542	365143	465905	643692	980053	1622789	20313293
9543#1#Chr1	38816	22735	21757	21055	19577	20207	18726	20124	22132	22781	24110	25958	22763	24455	26265	32489	35373	38518	41401	45657	48440	56117	70129	91188	126107	200347	356728	739308	633377	366886	277189	192770	172963	176117	167026	146131	177004	154527	155594	197667	141732	159293	147102	211460	218313	240517	240256	289092	260201	301774	342238	443223	656224	974216	1582972	20313293
9638#1#Chr1	18603	16190	18040	16812	17917	15097	18920	18891	15306	16087	19980	20842	21156	24221	24948	28657	31277	37067	40540	44981	52061	59491	75303	97025	131336	206484	366830	739308	772266	225117	254348	193984	273412	178391	219898	257138	123983	96692	162786	154871	148262	202412	171428	183916	177897	240403	236029	255576	294380	301338	374962	475531	678248	1007180	1618964	20313293
9728#1#Chr1	19609	10504	12952	14626	13696	14171	15052	18722	17508	17039	19268	21444	22425	25714	26664	32132	36071	39830	43220	48311	53180	62278	77624	100504	134629	209092	369581	739308	353223	98790	198468	208147	193515	138052	140181	220743	157978	132763	158210	173023	148812	209483	191437	211221	225891	267448	248659	309004	298431	334489	390212	503562	701136	1019595	1644547	20313293
9764#1#Chr1	55816	22146	19935	22996	24552	20367	18977	21146	24790	23101	25563	26129	21704	24150	25566	30149	33557	36949	40772	44021	50070	56120	72187	91876	125867	199129	345710	739308	862913	289027	238036	218995	340497	201338	146194	146461	224680	157990	196858	208668	129578	162736	138415	179380	207735	225758	248065	250615	288662	286915	368968	450261	630267	964681	1534864	20313293
9888#1#Chr1	22912	14406	12620	12645	12509	14784	14559	17024	19066	18113	19888	21027	23393	25572	26852	32823	37679	42072	46793	52673	53129	61114	76997	98588	134215	206879	366712	739308	354922	137952	196347	145822	131553	137664	117832	126315	165611	143659	160204	126283	163073	189471	180373	209893	232079	283620	282875	351998	300283	327459	383479	485733	694519	1008718	1620205	20313293
9905#1#Chr1	45082	20795	22627	25529	24729	19239	18884	21008	23754	25245	25604	26116	22230	24090	25349	29990	33020	35841	39047	42998	49253	55814	67847	87656	123279	198097	350938	739308	731226	217851	277500	277429	359383	167616	144006	153936	194774	183829	202287	202331	141746	162312	158220	189505	205487	217891	220860	240769	275694	306274	334698	416980	609612	951329	1529266	20313293
9981#1#Chr1	27511	15929	16318	16521	16087	16501	14195	17733	20950	19157	20605	21683	22201	24321	25510	30218	36551	41940	46839	52185	54265	59690	73199	94916	128760	203971	365946	739308	844576	265237	257751	199554	140546	172012	99541	147360	210589	149947	150999	165657	145404	171056	134600	167971	231699	275155	278366	332163	315319	326058	361352	471131	658304	988517	1605596	20313293
TAIR10#1#Chr1	1605	21351	16423	17040	14634	15450	17238	17852	15179	15670	17172	19958	22306	27274	29364	35124	38572	42011	45749	52208	56617	63234	77469	98719	133708	206976	379048	739308	445305	454666	235484	302295	159315	191688	168874	236325	117850	118912	124511	144233	130527	218673	213652	236566	252612	280053	261421	336040	331682	348347	392504	484607	694535	1013405	1669073	20313293
