pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
POP1	Chr1	27000001	27500000	0.007316356280858457	498401	5008256	684528720	28743213
POP1	Chr1	27500001	28000000	0.0058038533805744325	499741	4078276	702684188	12448045
POP1	Chr1	28000001	28500000	0.004906440900820096	499718	3478172	708899194	6202988
POP1	Chr1	28500001	29000000	0.005946493157833228	499585	4123892	693499831	21562283
POP1	Chr1	29000001	29500000	0.007597512959977863	499609	5285092	695634483	19308858
POP1	Chr1	29500001	30000000	0.005114145695151341	499764	3609292	705746808	9416907
POP1	Chr1	30000001	30500000	0.004340773354992183	418157	2550800	587637223	10748306
POP1	Chr2	1	500000	0.009792729580355975	425051	5728164	584940486	23331822
POP1	Chr2	500001	1000000	0.014550477608529452	497046	8271092	568441272	142931724
POP1	Chr2	1000001	1500000	0.0132855560562108	498131	7661748	576697578	136135038
POP1	Chr2	1500001	2000000	0.020518011717613284	453231	10931968	532798604	115782112
POP1	Chr2	2000001	2500000	0.019396636497848736	497831	11476240	591661343	120737680
POP1	Chr2	2500001	3000000	0.01845735026219251	420685	8074364	437460626	164542471
POP1	Chr2	3000001	3500000	0.01979311229464166	193612	1109456	56052630	221056227
POP1	Chr2	3500001	4000000	0.01393259526192766	426599	4501444	323087258	287521873
POP1	Chr2	4000001	4500000	0.022396574395574635	413318	7592272	338992556	252468364
POP1	Chr2	4500001	5000000	0.01678799060450872	465453	7044648	419624252	246447577
POP1	Chr2	5000001	5500000	0.02545498623915617	453624	10024432	393810152	255325792
POP1	Chr2	5500001	6000000	0.026195817674768748	473892	11367388	433939041	244203273
POP1	Chr2	6000001	6500000	0.030681306843003468	497081	15395468	501786579	209544918
POP1	Chr2	6500001	7000000	0.015209194178375232	448656	7821380	514253412	127896390
POP1	Chr2	7000001	7500000	0.013179342183713378	478811	8085416	613491621	71691213
POP1	Chr2	7500001	8000000	0.010659030762907062	499117	7121104	668081757	46156101
POP1	Chr2	8000001	8500000	0.009499025619893627	499225	6447800	678785410	35688563
POP1	Chr2	8500001	9000000	0.008711106175440917	499361	5856112	672258136	42334610
POP1	Chr2	9000001	9500000	0.009720024451693577	499342	6294228	647552692	67025744
POP1	Chr2	9500001	10000000	0.009074241547832231	499372	6167568	679678623	34974225
POP1	Chr2	10000001	10500000	0.008024702441920785	499414	5314224	662233153	52432574
POP1	Chr2	10500001	11000000	0.010461859181337617	499282	6840812	653881101	60622923
POP1	Chr2	11000001	11500000	0.0066650570706116965	497549	4520236	678199144	33796337
POP1	Chr2	11500001	12000000	0.009297681820498123	499410	6460008	694797706	19860866
POP1	Chr2	12000001	12500000	0.009433863051257837	499173	6417480	680260034	34057960
POP1	Chr2	12500001	13000000	0.007574211824046072	499473	5036328	664930968	49816326
POP1	Chr2	13000001	13500000	0.005712551546020162	499689	3923744	686863649	28205620
POP1	Chr2	13500001	14000000	0.0065419737733044755	499695	4548196	695232992	19830553
POP1	Chr2	14000001	14500000	0.006128269452254903	499726	4253176	694025619	21090873
POP1	Chr2	14500001	15000000	0.005610139958226025	499753	3926128	699827104	15323732
POP1	Chr2	15000001	15500000	0.005586447880123577	499795	3953852	707757789	7453149
POP1	Chr2	15500001	16000000	0.005664245159011232	499714	3993396	705018213	10081107
POP1	Chr2	16000001	16500000	0.006006369237996655	499600	4197736	698880777	16114080
POP1	Chr2	16500001	17000000	0.005644946138433086	499692	3953772	700409163	14652951
POP1	Chr2	17000001	17500000	0.0059707508841054194	499583	4049108	678157250	36751747
POP1	Chr2	17500001	18000000	0.006960845848755733	499720	4905196	704683900	10419713
POP1	Chr2	18000001	18500000	0.007713317489601834	499639	5368928	696059511	18949656
POP1	Chr2	18500001	19000000	0.0036168551728594485	499612	2533252	700401835	14544368
POP1	Chr2	19000001	19500000	0.005285700896818271	499680	3666852	693730514	21320152
POP1	Chr2	19500001	20000000	0.003492715549898254	197330	978564	280172830	2206400
POP1	Chr3	1	500000	0.005226367986564609	499503	3681372	704384385	10404408
POP1	Chr3	500001	1000000	0.0070114369539907824	499636	4827776	688557286	26423261
POP1	Chr3	1000001	1500000	0.006128488858690216	499518	4267140	696279311	18530947
POP1	Chr3	1500001	2000000	0.007932747643848052	499244	5439828	685743231	28693536
POP1	Chr3	2000001	2500000	0.005067731741935433	499721	3572552	704960756	10139995
POP1	Chr3	2500001	3000000	0.005242023230821407	499716	3609924	688650897	26454147
POP1	Chr3	3000001	3500000	0.006949349445389099	499508	4747452	683150565	31735536
POP1	Chr3	3500001	4000000	0.006627112255998044	499667	4522132	682368402	32655075
POP1	Chr3	4000001	4500000	0.004887634960631111	499741	3354232	686268927	28860444
POP1	Chr3	4500001	5000000	0.005843370656005822	499730	4003632	685157974	29958518
POP1	Chr3	5000001	5500000	0.006374723820870581	499723	4367036	685054933	30050111
POP1	Chr3	5500001	6000000	0.00765273195458147	499626	5333928	696996580	17969657
POP1	Chr3	6000001	6500000	0.006087726431292281	499681	4249856	698102329	16941182
POP1	Chr3	6500001	7000000	0.00565124224235049	499648	3965024	701619897	13413597
POP1	Chr3	7000001	7500000	0.006874578571520996	499652	4781620	695551000	19463891
POP1	Chr3	7500001	8000000	0.008543584150976277	499295	5695192	666604542	47888034
POP1	Chr3	8000001	8500000	0.009284682222432184	499326	6272084	675530282	39008086
POP1	Chr3	8500001	9000000	0.007124392743924915	499380	4768692	669347153	45277075
POP1	Chr3	9000001	9500000	0.010801882530579112	498683	6948700	643286018	70536850
POP1	Chr3	9500001	10000000	0.011316537406138612	477709	7194092	635714949	47886630
POP1	Chr3	10000001	10500000	0.01606988882893197	498165	9920548	617337687	95536428
POP1	Chr3	10500001	11000000	0.018865668163747174	466555	10848436	575035875	92615778
POP1	Chr3	11000001	11500000	0.02406726902837694	474518	13113420	544865310	135154476
POP1	Chr3	11500001	12000000	0.020547443521609747	475686	8922164	434222583	246529875
POP1	Chr3	12000001	12500000	0.013125889077987032	473602	6654696	506990114	170737210
POP1	Chr3	12500001	13000000	0.016659215502856057	281874	4066524	244100570	159262555
POP1	Chr3	13000001	13500000	0.01970978884164759	178040	1789144	90774387	164000853
POP1	Chr3	13500001	14000000	0.012854805200128775	214304	1155916	89920927	216748097
POP1	Chr3	14000001	14500000	0.011961378356119996	254255	2572184	215040769	171111719
POP1	Chr3	14500001	15000000	0.014000908949440165	439770	5737180	409771967	219548920
POP1	Chr3	15000001	15500000	0.01723024754503875	456265	8268428	479878654	173065181
POP1	Chr3	15500001	16000000	0.01984522703702241	398851	8455900	426092379	144704901
POP1	Chr3	16000001	16500000	0.02310354751737125	374503	9546216	413192649	122772660
POP1	Chr3	16500001	17000000	0.015666458649657506	476552	9068732	578862920	103091578
POP1	Chr3	17000001	17500000	0.019496143167615398	471652	10264248	526475822	148458190
POP1	Chr3	17500001	18000000	0.011790766136691985	499118	8069136	684360618	29947359
POP1	Chr3	18000001	18500000	0.0075211239329066445	499413	5102104	678369888	36292977
POP1	Chr3	18500001	19000000	0.010754304173975783	498841	6910488	642578812	71262659
POP1	Chr3	19000001	19500000	0.005525181764749785	499625	3887992	703685809	11304755
POP1	Chr3	19500001	20000000	0.0072544663786964225	499648	5061808	697750563	17251449
POP1	Chr3	20000001	20500000	0.006151967352457143	499518	4257016	691976364	22838187
POP1	Chr3	20500001	21000000	0.005813259348298431	499555	4052412	697098092	17776561
POP1	Chr3	21000001	21500000	0.006162965622706685	499656	4256100	690592851	24423471
POP1	Chr3	21500001	22000000	0.005251002568435062	499779	3669412	698802172	16385870
POP1	Chr3	22000001	22500000	0.00541391460012304	499687	3656904	675463924	39588173
POP1	Chr3	22500001	23000000	0.006292923598022031	420561	3667748	582836887	18990197
POP1	Chr3	23000001	23500000	0.0050512553750361065	430053	3003636	594631587	20774256
POP1	Chr4	1	500000	0.00884988701495697	495257	6030704	681444180	27272880
POP1	Chr4	500001	1000000	0.013626235478147276	498629	8284724	607998006	105540093
POP1	Chr4	1000001	1500000	0.01335114798168441	499054	8636336	646860930	67289637
POP1	Chr4	1500001	2000000	0.01768812617172119	455808	7859116	444315917	207956779
POP1	Chr4	2000001	2500000	0.01633079877543818	497840	9340836	571976676	140433795
POP1	Chr4	2500001	3000000	0.016240257672974167	386254	7190284	442744453	109985021
POP1	Chr4	3000001	3500000	0.012722181208303972	327778	4820484	378903894	90607206
POP1	Chr4	3500001	4000000	0.011166502353259939	237703	3010836	269631072	70530507
POP1	Chr4	4000001	4500000	0.020183260137673846	284153	2818696	139655139	266967804
POP1	Chr4	4500001	5000000	0.018846212960364442	297157	5095200	270356703	154874964
POP1	Chr4	5000001	5500000	0.01545248158401982	462176	7839720	507343753	154032965
POP1	Chr4	5500001	6000000	0.015512663003794901	433734	7184180	463117132	157569101
POP1	Chr4	6000001	6500000	0.018737320539627123	497179	11155276	595350652	116139686
POP1	Chr4	6500001	7000000	0.016572350461602884	497905	10114560	610327426	102229007
POP1	Chr4	7000001	7500000	0.015594064832886504	498333	9870732	632980054	80141624
POP1	Chr4	7500001	8000000	0.015963780249754235	498000	10287480	644426310	68214552
POP1	Chr4	8000001	8500000	0.014732422445070618	498320	9821004	666625196	46470724
POP1	Chr4	8500001	9000000	0.011582546222134331	498905	7651516	660607422	53468733
POP1	Chr4	9000001	9500000	0.0113372573531531	477273	7354632	648713509	38847647
POP1	Chr4	9500001	10000000	0.009672962551243395	446337	5665696	585725001	53043348
POP1	Chr4	10000001	10500000	0.010185708025311328	498511	6890948	676531075	36872510
POP1	Chr4	10500001	11000000	0.019175141147192813	462354	11366904	592793759	68867728
POP1	Chr4	11000001	11500000	0.00950680891778302	391656	5008296	526811472	33662574
POP1	Chr4	11500001	12000000	0.010434514721976616	499342	6958788	666900971	47661724
POP1	Chr4	12000001	12500000	0.009156868533555046	499583	6353668	693869086	21048497
POP1	Chr4	12500001	13000000	0.005077865126039704	499596	3564740	702015495	13022292
POP1	Chr4	13000001	13500000	0.005992036782116199	499701	4211416	702835472	12242383
POP1	Chr4	13500001	14000000	0.009650315341363208	499676	6339424	656913663	58134141
POP1	Chr4	14000001	14500000	0.0066769561866690435	499662	4566308	683890664	31132813
POP1	Chr4	14500001	15000000	0.00458592079868195	499759	3229524	704225856	10934997
POP1	Chr4	15000001	15500000	0.004826165789982072	499807	3369416	698155875	17087976
POP1	Chr4	15500001	16000000	0.0045986656481207516	499717	3145192	683935785	31176414
POP1	Chr4	16000001	16500000	0.006248510396418562	499671	4409492	705686911	9363755
POP1	Chr4	16500001	17000000	0.005947994819922588	499600	4148460	697455214	17475248
POP1	Chr4	17000001	17500000	0.008305411235464225	499249	5850676	704441458	10056842
POP1	Chr4	17500001	18000000	0.0070502677518309255	499584	4894556	694236896	20679256
POP1	Chr4	18000001	18500000	0.005979839778325648	499582	4210700	704149301	10755403
POP1	Chr4	18500001	19000000	0.003873683425639281	83793	444700	114800295	5107488
POP1	Chr5	1	500000	0.007871197056915299	498280	5274880	670149656	42933385
POP1	Chr5	500001	1000000	0.010421537185485377	499124	7276780	698244402	16027800
POP1	Chr5	1000001	1500000	0.005399840515536758	499680	3760260	696365011	18694241
POP1	Chr5	1500001	2000000	0.006105360699626352	499684	4253232	696638939	18456088
POP1	Chr5	2000001	2500000	0.005297139861251589	499760	3669476	692727792	22431630
POP1	Chr5	2500001	3000000	0.004571872703935955	499865	3244320	709626057	5682189
POP1	Chr5	3000001	3500000	0.0050462454125464766	499231	3524152	698371108	16029884
POP1	Chr5	3500001	4000000	0.006072547575085368	499595	4251628	700139101	14814257
POP1	Chr5	4000001	4500000	0.00354033458180207	499825	2443704	690246626	25011535
POP1	Chr5	4500001	5000000	0.004720837399027639	499643	3273600	693436296	21552837
POP1	Chr5	5000001	5500000	0.007401719004183152	499651	5148364	695563287	19437294
POP1	Chr5	5500001	6000000	0.013901449723949959	496366	9276332	667292418	45869328
POP1	Chr5	6000001	6500000	0.0066493795425404765	499575	4485284	674541733	40350092
POP1	Chr5	6500001	7000000	0.007964423992314904	499645	5508092	691586988	23410731
POP1	Chr5	7000001	7500000	0.009088133471769276	499135	6148548	676546842	37719636
POP1	Chr5	7500001	8000000	0.008049864900814703	499429	5470804	679614387	35077098
POP1	Chr5	8000001	8500000	0.01392082765316308	498627	9253264	664706455	48838799
POP1	Chr5	8500001	9000000	0.015504826481295461	498759	9609708	619788168	93937392
POP1	Chr5	9000001	9500000	0.015104166411464627	498228	9463456	626546063	86418205
POP1	Chr5	9500001	10000000	0.015900538399148068	498339	9567160	601687802	111441031
POP1	Chr5	10000001	10500000	0.016982787120821453	340236	6580928	387505770	99373377
POP1	Chr5	10500001	11000000	0.015557064836745696	498187	9170808	589494747	123410850
POP1	Chr5	11000001	11500000	0.012829863938517242	360073	4745972	369916004	145348459
POP1	Chr5	11500001	12000000	0.01583460274325862	204978	2422968	153017290	140306228
POP1	Chr5	12000001	12500000	0.01535748768066516	390448	4556764	296712854	262018234
POP1	Chr5	12500001	13000000	0.012759378113869737	183267	2323964	182137717	80117360
POP1	Chr5	13000001	13500000	0.010362050369798917	382053	4618784	445740354	100977489
POP1	Chr5	13500001	14000000	0.016748988495693333	473903	9457736	564675055	113481569
POP1	Chr5	14000001	14500000	0.022163716351456236	301017	7843392	353884334	76883872
POP1	Chr5	14500001	15000000	0.015555030181543552	442972	8871668	570340777	63552155
POP1	Chr5	15000001	15500000	0.024601276762966102	464497	11865096	482295944	182399263
POP1	Chr5	15500001	16000000	0.01582270286037868	463686	9128440	576920396	86617132
POP1	Chr5	16000001	16500000	0.010253602504224604	499036	6994924	682191844	31931534
POP1	Chr5	16500001	17000000	0.0143158235799025	498327	9345320	652796533	60350903
POP1	Chr5	17000001	17500000	0.018033790543530832	497706	11012564	610662743	101558836
POP1	Chr5	17500001	18000000	0.015542994146042818	498520	9977884	641953790	71432623
POP1	Chr5	18000001	18500000	0.029080721537193394	463232	15924440	547594391	115293463
POP1	Chr5	18500001	19000000	0.013825392563051429	476996	8732420	631621848	50959428
POP1	Chr5	19000001	19500000	0.013070065004749866	499062	8858480	677768626	36389096
POP1	Chr5	19500001	20000000	0.014072861895638104	498686	9319108	662204182	51428363
POP1	Chr5	20000001	20500000	0.010262234768460742	498318	6824968	665056701	48047805
POP1	Chr5	20500001	21000000	0.005733384694292028	436325	3478888	606777355	17603720
POP1	Chr5	21000001	21500000	0.008443290892958808	499179	5909020	699847971	14487195
POP1	Chr5	21500001	22000000	0.008768396110804797	499469	5941516	677605793	37140070
POP1	Chr5	22000001	22500000	0.010151632523771093	499268	6959792	685583524	28868984
POP1	Chr5	22500001	23000000	0.01209490903026409	499281	8190804	677210881	37261661
POP1	Chr5	23000001	23500000	0.005595941244898557	499683	3889836	695117377	19986236
POP1	Chr5	23500001	24000000	0.006802842858825659	499719	4796508	705074055	10023834
POP1	Chr5	24000001	24500000	0.009036918741385442	499350	6018632	666004882	48567830
POP1	Chr5	24500001	25000000	0.005517941879247285	499736	3869516	701260739	13943044
POP1	Chr5	25000001	25500000	0.00657661244885765	499672	4656488	708037464	6994599
POP1	Chr5	25500001	26000000	0.004273340203290521	499774	2986140	698783588	16410178
POP1	Chr5	26000001	26500000	0.005431539254240069	499633	3795260	698744835	16261470
POP1	Chr5	26500001	27000000	0.006854065261410204	474181	4561084	665456751	13096260
