pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
POP1	Chr2	2700001	3000000	0.01917820268309689	298452	6132932	319786588	107301086
POP1	Chr2	3000001	3300000	0.01979311229464166	193612	1109456	56052630	221056227
POP1	Chr2	3300001	3600000	0.016783261260860077	89885	1429148	85153176	43473690
POP1	Chr2	3600001	3900000	0.013253755841202471	237260	2033508	153428811	186234780
POP1	Chr2	3900001	4200000	0.016905909859777277	275136	4322940	255705847	138015200
POP1	Chr2	4200001	4500000	0.025675363029865908	237636	4308120	167791980	172266567
POP1	Chr2	4500001	4800000	0.017911271185481994	289575	4860800	271382190	143006790
POP1	Chr2	4800001	5100000	0.01357094033375885	275531	3646884	268727436	125558856
POP1	Chr2	5100001	5400000	0.026662190844997033	275535	5790620	217184703	177105882
POP1	Chr2	5400001	5700000	0.02405410687460553	255963	5815368	241761959	124522525
POP1	Chr2	5700001	6000000	0.03351679803582803	296365	8322796	248317157	175782589
POP1	Chr2	6000001	6300000	0.03596925350986512	297948	10361708	288071255	138295195
POP1	Chr2	6300001	6600000	0.02083054448378841	257307	5962620	286244078	81967963
POP1	Chr2	6600001	6900000	0.01703674941808536	290707	5488380	322149482	93972439
POP1	Chr2	6900001	7200000	0.012388414650954187	279262	4146420	334701422	64926793
POP1	Chr2	7200001	7500000	0.013412651639214377	299324	5343136	398365375	29970131
POP1	Chr2	7500001	7800000	0.01144565686515518	299416	4515764	394539523	33926204
POP1	Chr2	7800001	8100000	0.009175236953259001	299525	3762444	410065050	18555225
POP1	Chr2	8100001	8400000	0.010469129753285449	299498	4221292	403213266	25451370
POP1	Chr2	8400001	8700000	0.010525304600938219	299518	4270256	405713294	22901257
POP1	Chr2	8700001	9000000	0.006546593113012448	299746	2655260	405594170	23345218
POP1	Chr2	9000001	9300000	0.008749917388011908	299715	3404532	389093045	39801982
POP1	Chr2	9300001	9600000	0.010454364520701306	299503	4124024	394478688	34127277
POP1	Chr2	9600001	9900000	0.009186800054026029	299607	3790416	412593719	16195414
POP1	Chr2	9900001	10200000	0.007763180336400561	299696	2970012	382576711	46288265
POP1	Chr2	10200001	10500000	0.008490008839427408	299607	3487036	410722305	18019605
POP1	Chr2	10500001	10800000	0.01239267122230014	299459	4776000	385389067	43165382
POP1	Chr2	10800001	11100000	0.00712201594178302	299691	2894236	406378759	22483355
POP1	Chr2	11100001	11400000	0.007425972036287963	297744	3022372	407000186	19072909
POP1	Chr2	11400001	11700000	0.00920892583935378	299659	3787232	411256651	17556809
POP1	Chr2	11700001	12000000	0.008015328404942316	299688	3341216	416853288	12001671
POP1	Chr2	12000001	12300000	0.008469339714634266	299700	3557976	420100754	8769946
POP1	Chr2	12300001	12600000	0.01016032093878207	299359	3823152	376282602	52101558
POP1	Chr2	12600001	12900000	0.007319408096730184	299664	2984228	407714389	21106226
POP1	Chr2	12900001	13200000	0.00695197200365647	299781	2905688	417966010	11023463
POP1	Chr2	13200001	13500000	0.005137938477541218	299831	2106508	409990896	19078713
POP1	Chr2	13500001	13800000	0.006489483490051861	299835	2704520	416754277	12309608
POP1	Chr2	13800001	14100000	0.007877713101430426	299775	3300556	418973877	10012734
POP1	Chr2	14100001	14400000	0.005036866914584806	299886	2138428	424555192	4581674
POP1	Chr2	14400001	14700000	0.005945875654309289	299806	2431444	408929507	20094310
POP1	Chr2	14700001	15000000	0.005126675703084616	299872	2152552	419872862	9246832
POP1	Chr2	15000001	15300000	0.005183848173119059	299887	2207588	425858923	3283667
POP1	Chr2	15300001	15600000	0.005560719312837882	299880	2335436	419988111	9140169
POP1	Chr2	15600001	15900000	0.005905485446294323	299800	2511972	425362491	3658464
POP1	Chr2	15900001	16200000	0.005025973598340941	299841	2109588	419737183	9339581
POP1	Chr2	16200001	16500000	0.0070842135842286505	299701	2980400	420710071	8226455
POP1	Chr2	16500001	16800000	0.006153110711462925	299800	2599292	422435435	6578365
POP1	Chr2	16800001	17100000	0.00437430076058082	299863	1818932	415822345	13284470
POP1	Chr2	17100001	17400000	0.006357389163426655	299744	2535920	398893309	30044648
POP1	Chr2	17400001	17700000	0.007026037635625813	299738	2969944	422705393	6225409
POP1	Chr2	17700001	18000000	0.007047783367443538	299850	2983988	423393831	5691519
POP1	Chr2	18000001	18300000	0.00851739404920684	299756	3542344	415895282	13081312
POP1	Chr2	18300001	18600000	0.005550034539656741	299829	2339080	421453233	7602066
POP1	Chr2	18600001	18900000	0.00391521724511491	299702	1632060	416850432	12024561
POP1	Chr2	18900001	19200000	0.004872133064392359	299805	2008856	412315504	16705451
POP1	Chr2	19200001	19500000	0.004830779164814993	299839	2046692	423677409	5400786
POP1	Chr2	19500001	19800000	0.003492715549898254	197330	978564	280172830	2206400
POP1	Chr3	1	300000	0.004891121348951608	299576	2057764	420714158	7979098
POP1	Chr3	300001	600000	0.0058896630759955135	299884	2490864	422921306	6212698
POP1	Chr3	600001	900000	0.006006690871874996	299792	2492644	414977906	14024446
POP1	Chr3	900001	1200000	0.008099608639897346	299755	3313980	409153102	19797734
POP1	Chr3	1200001	1500000	0.005744477618711448	299650	2421036	421454510	7344640
POP1	Chr3	1500001	1800000	0.007857149865529343	299735	3265624	415624502	13306300
POP1	Chr3	1800001	2100000	0.006951357141518253	299465	2862580	411801601	16741400
POP1	Chr3	2100001	2400000	0.005412002458859917	299791	2276340	420609565	8391356
POP1	Chr3	2400001	2700000	0.0036042875642430306	299918	1531184	424822929	4371177
POP1	Chr3	2700001	3000000	0.006609103418452627	299772	2686576	406496287	22477445
POP1	Chr3	3000001	3300000	0.005647772928563483	299816	2275540	402909258	26217591
POP1	Chr3	3300001	3600000	0.009113723675530734	299577	3757912	412335521	16359166
POP1	Chr3	3600001	3900000	0.006442189826206036	299807	2646800	410854084	18169733
POP1	Chr3	3900001	4200000	0.004954340350767099	299853	2089004	421651290	7438353
POP1	Chr3	4200001	4500000	0.004590066253241426	299863	1854560	404037741	25066212
POP1	Chr3	4500001	4800000	0.005153548797305041	299852	2166196	420330938	8760136
POP1	Chr3	4800001	5100000	0.005792340367151526	299861	2357908	407073454	22027637
POP1	Chr3	5100001	5400000	0.005893820332741372	299821	2364368	401160515	27884767
POP1	Chr3	5400001	5700000	0.00905614368318125	299768	3796564	419225239	9742769
POP1	Chr3	5700001	6000000	0.007199381871137888	299777	3019560	419419341	9562977
POP1	Chr3	6000001	6300000	0.005872607881804681	299821	2489380	423896853	5146998
POP1	Chr3	6300001	6600000	0.006460570067108775	299757	2677844	414490358	14499115
POP1	Chr3	6600001	6900000	0.005858226435900996	299838	2476880	422803732	6264446
POP1	Chr3	6900001	7200000	0.006089203812072215	299783	2549440	418681995	10316064
POP1	Chr3	7200001	7500000	0.006747602447497581	299782	2802956	415400288	13592047
POP1	Chr3	7500001	7800000	0.008826435632183315	299517	3607636	408730789	19878038
POP1	Chr3	7800001	8100000	0.0073739318223217205	299703	2922520	396331302	32545122
POP1	Chr3	8100001	8400000	0.008974379784412886	299602	3621412	403527830	25204063
POP1	Chr3	8400001	8700000	0.007789792242782727	299614	3204256	411340367	17420146
POP1	Chr3	8700001	9000000	0.00863268910583093	299565	3380144	391551689	37125826
POP1	Chr3	9000001	9300000	0.01292058994951831	298915	4897016	379008700	48946160
POP1	Chr3	9300001	9600000	0.010178805581584304	299559	4022868	395220045	33448884
POP1	Chr3	9600001	9900000	0.011150068335416652	278035	4056244	363786470	34081615
POP1	Chr3	9900001	10200000	0.00931292895627896	299445	3663224	393348217	35157578
POP1	Chr3	10200001	10500000	0.020341074003100406	298603	7423988	364975222	62325671
POP1	Chr3	10500001	10800000	0.01958348670166462	267312	6534444	333671123	48863797
POP1	Chr3	10800001	11100000	0.020588296504936227	279489	6573676	319291885	80656874
POP1	Chr3	11100001	11400000	0.025649123390108962	294808	9024520	351845163	71009613
POP1	Chr3	11400001	11700000	0.015411985280457547	277944	3894780	252711116	145029610
POP1	Chr3	11700001	12000000	0.023116980488234767	297206	6856600	296604481	128740235
POP1	Chr3	12000001	12300000	0.011777665872373283	274408	3519564	298833745	93846965
POP1	Chr3	12300001	12600000	0.01422342848914779	298761	4582688	322192923	105334068
POP1	Chr3	12600001	12900000	0.02013599211022363	182307	2618968	130064016	130818732
POP1	Chr3	12900001	13200000	0.03269976681439783	18576	25536	780923	25801333
POP1	Chr3	13200001	13500000	0.019597067627044558	159464	1763608	89993464	138199520
POP1	Chr3	13500001	13800000	0.012401559455975486	84071	894124	72097707	48207894
POP1	Chr3	13800001	14100000	0.012070661447355214	229981	986132	81696600	247409073
POP1	Chr3	14100001	14400000	0.012169864774209517	154259	1837336	150974233	92081117
POP1	Chr3	14400001	14700000	0.017744309236453492	141003	1570856	88527312	113250843
POP1	Chr3	14700001	15000000	0.012994214921405125	299015	4176832	321437811	106459809
POP1	Chr3	15000001	15300000	0.013885321147762614	298832	4524992	325883136	101774076
POP1	Chr3	15300001	15600000	0.021372267006916475	227940	4589704	214750452	111468894
POP1	Chr3	15600001	15900000	0.021944510481361913	231196	5491276	250234609	80606867
POP1	Chr3	15900001	16200000	0.021722403707978698	230009	5123372	235856587	93293447
POP1	Chr3	16200001	16500000	0.022367749450348428	241642	6541200	292438898	53399458
POP1	Chr3	16500001	16800000	0.015470616800521739	277316	5074276	327994421	68849068
POP1	Chr3	16800001	17100000	0.016439429906037806	272775	5275088	320880227	69465091
POP1	Chr3	17100001	17400000	0.020208677902213066	298355	7327908	362611945	64334060
POP1	Chr3	17400001	17700000	0.013531245585879644	299374	4985564	368448268	59973098
POP1	Chr3	17700001	18000000	0.011565862859193178	299502	4739280	409764499	18875810
POP1	Chr3	18000001	18300000	0.008941783339356593	299570	3588040	401266712	27419389
POP1	Chr3	18300001	18600000	0.007097485499506615	299671	2891996	407467687	21362945
POP1	Chr3	18600001	18900000	0.011634296876281121	299299	4337048	372781273	55515596
POP1	Chr3	18900001	19200000	0.006086930498466103	299597	2557072	420092196	8642559
POP1	Chr3	19200001	19500000	0.005972266886141575	299742	2526428	423026641	5919902
POP1	Chr3	19500001	19800000	0.0076362066038683715	299776	3166332	414647241	14333646
POP1	Chr3	19800001	20100000	0.007260093141991759	299767	3078368	424012191	4958679
POP1	Chr3	20100001	20400000	0.005293133502460047	299702	2207056	416965867	11911988
POP1	Chr3	20400001	20700000	0.005572542063533359	299728	2301972	413091902	15823159
POP1	Chr3	20700001	21000000	0.006260366076197121	299748	2617508	418107818	10838725
POP1	Chr3	21000001	21300000	0.0064355417329845805	299761	2707660	420735365	8229781
POP1	Chr3	21300001	21600000	0.005973118642968503	299839	2458012	411512335	17558705
POP1	Chr3	21600001	21900000	0.0049292309648661485	299866	2051808	416253167	12859372
POP1	Chr3	21900001	22200000	0.005438619797280235	299835	2260488	415636335	13427550
POP1	Chr3	22200001	22500000	0.005251644130267999	299821	2104448	400721745	28322106
POP1	Chr3	22500001	22800000	0.007816978784023754	220631	2337140	298982518	16743305
POP1	Chr3	22800001	23100000	0.005889276347186355	299844	2484088	421798512	7279683
POP1	Chr3	23100001	23400000	0.004445959881641321	270357	1650936	371333985	15546882
POP1	Chr3	23400001	23700000	0.0023340588926806117	59782	199220	85353459	194583
POP1	Chr4	1	300000	0.008401860870142263	295628	3470636	413079442	9968519
POP1	Chr4	300001	600000	0.010116205072121015	299386	3949356	390398966	38022400
POP1	Chr4	600001	900000	0.013911351893807225	299142	4863204	349585291	78486911
POP1	Chr4	900001	1200000	0.014385277227624031	299311	5700556	396277104	32038368
POP1	Chr4	1200001	1500000	0.012838490553471547	299473	4968012	386962313	41586412
POP1	Chr4	1500001	1800000	0.020424977025776628	256524	4919452	240854714	126231130
POP1	Chr4	1800001	2100000	0.013549403840779418	298856	4272952	315360886	112313498
POP1	Chr4	2100001	2400000	0.01795922687610411	298579	5911388	329156040	98111940
POP1	Chr4	2400001	2700000	0.01836632240437038	266534	6231656	339297975	42112179
POP1	Chr4	2700001	3000000	0.01303418306445489	219409	3054788	234367431	79606848
POP1	Chr4	3000001	3300000	0.014415064426852517	138461	2213664	153566015	45028165
POP1	Chr4	3300001	3600000	0.011382067187168655	249696	3311448	290935552	66383717
POP1	Chr4	3600001	3900000	0.011234445178687005	139801	1809328	161051834	39011983
POP1	Chr4	3900001	4200000	0.014923597141684664	189608	2142128	143539656	127789392
POP1	Chr4	4200001	4500000	0.030013723798277558	132068	1173448	39097048	149892260
POP1	Chr4	4500001	4800000	0.03606213919585599	98093	1649664	45745040	94626043
POP1	Chr4	4800001	5100000	0.015574799383959144	273090	4232616	271760547	119031243
POP1	Chr4	5100001	5400000	0.015098133589967776	288565	5064040	335408345	77531032
POP1	Chr4	5400001	5700000	0.01424291233246193	299007	4978688	349555476	78333558
POP1	Chr4	5700001	6000000	0.017596492660443223	234312	4194092	238348180	96955154
POP1	Chr4	6000001	6300000	0.018762997753064302	298794	6459232	344253732	83331930
POP1	Chr4	6300001	6600000	0.01775800069537218	298085	6438184	362551174	64024202
POP1	Chr4	6600001	6900000	0.014876101964117849	299068	5619536	377755948	50259014
POP1	Chr4	6900001	7200000	0.019023749697894887	298361	7221472	379602976	47357339
POP1	Chr4	7200001	7500000	0.014425170079089748	299109	5402144	374494302	53537832
POP1	Chr4	7500001	7800000	0.017135011863688526	298732	6504976	379630668	47857686
POP1	Chr4	7800001	8100000	0.016380483360803885	298684	6357144	388092577	39324227
POP1	Chr4	8100001	8400000	0.015089156351697846	299073	6129316	406206673	21766790
POP1	Chr4	8400001	8700000	0.009208269913413414	299442	3796456	412287654	16242468
POP1	Chr4	8700001	9000000	0.012899778196089576	299294	4972108	385441356	42962838
POP1	Chr4	9000001	9300000	0.008871670718834228	297865	3590696	404737294	23994599
POP1	Chr4	9300001	9600000	0.015729206294358266	226247	4709800	299430239	26427064
POP1	Chr4	9600001	9900000	0.009411027965740006	299601	3800544	403839412	24931118
POP1	Chr4	9900001	10200000	0.008552467100621278	299656	3398244	397340786	31501294
POP1	Chr4	10200001	10500000	0.010877106241913681	298752	4411992	405621854	21909430
POP1	Chr4	10500001	10800000	0.023471607990890264	262820	8032336	342214986	33894744
POP1	Chr4	10800001	11100000	0.014226945240389822	232006	4158832	292320799	39699821
POP1	Chr4	11100001	11400000	0.008387557080543232	259301	2896084	345283373	25784944
POP1	Chr4	11400001	11700000	0.0096382451633081	299699	3990948	414074132	14802292
POP1	Chr4	11700001	12000000	0.01083965368922966	299526	4255788	392612912	36010225
POP1	Chr4	12000001	12300000	0.011108373840206584	299716	4586660	412901120	16003924
POP1	Chr4	12300001	12600000	0.005153451590673059	299786	2178600	422745797	6289468
POP1	Chr4	12600001	12900000	0.00567244441133359	299798	2375364	418754919	10258881
POP1	Chr4	12900001	13200000	0.005780219689457085	299756	2457820	425212212	3818760
POP1	Chr4	13200001	13500000	0.006039951634670565	299824	2531380	419106005	9942139
POP1	Chr4	13500001	13800000	0.010954219710557293	299821	4120408	376148015	52907284
POP1	Chr4	13800001	14100000	0.006691816994347655	299828	2825792	422275744	6779555
POP1	Chr4	14100001	14400000	0.007434278135966749	299768	2976260	400342837	28630895
POP1	Chr4	14400001	14700000	0.00568434422460517	299847	2415028	424856044	4230737
POP1	Chr4	14700001	15000000	0.00426610303935637	299833	1797768	421407543	7653480
POP1	Chr4	15000001	15300000	0.0036143200411148484	299923	1512684	418525195	10683221
POP1	Chr4	15300001	15600000	0.0059714510657040585	299808	2380792	398695723	30330956
POP1	Chr4	15600001	15900000	0.004273319040273237	299847	1813652	424412964	4682403
POP1	Chr4	15900001	16200000	0.0059043675223456	299826	2487844	421356562	7714478
POP1	Chr4	16200001	16500000	0.006424680509019971	299791	2729128	424788127	4217087
POP1	Chr4	16500001	16800000	0.0068510363155461496	299692	2850940	416132665	12728018
POP1	Chr4	16800001	17100000	0.005326962057605557	299821	2251812	422719737	6349872
POP1	Chr4	17100001	17400000	0.009806641739266691	299384	4130308	421174558	7291169
POP1	Chr4	17400001	17700000	0.007385709805855806	299742	3111988	421352596	7589654
POP1	Chr4	17700001	18000000	0.00614495321626931	299794	2548644	414754012	14252633
POP1	Chr4	18000001	18300000	0.006321337204677162	299734	2664880	421569031	7350323
POP1	Chr4	18300001	18600000	0.005009102546321057	283641	1990520	397380565	8512568
POP1	Chr5	1	300000	0.007164707443087477	298769	2878360	401741456	25796983
POP1	Chr5	300001	600000	0.009700462850004535	299381	3973652	409635299	18836152
POP1	Chr5	600001	900000	0.011911704141268515	299313	4945372	415169143	13157777
POP1	Chr5	900001	1200000	0.005112245050429727	299811	2152724	421091708	7947850
POP1	Chr5	1200001	1500000	0.005662168479688133	299810	2361812	417121463	11916664
POP1	Chr5	1500001	1800000	0.006867231097233536	299787	2841032	413708518	15333902
POP1	Chr5	1800001	2100000	0.005260131687281821	299856	2229964	423936915	5157021
POP1	Chr5	2100001	2400000	0.005744259898409789	299817	2357348	410383242	18657747
POP1	Chr5	2400001	2700000	0.0036039717488424066	299935	1530484	424665926	4542490
POP1	Chr5	2700001	3000000	0.005179942273599207	299914	2208200	426298187	2878747
POP1	Chr5	3000001	3300000	0.005647574969585411	299317	2346296	415451944	12870683
POP1	Chr5	3300001	3600000	0.0053718047483059745	299783	2268176	422237238	6756528
POP1	Chr5	3600001	3900000	0.004730800146711996	299873	2006740	424186171	4962143
POP1	Chr5	3900001	4200000	0.005104353558943454	299787	2144572	420145661	8852398
POP1	Chr5	4200001	4500000	0.0035740643556447416	299891	1453700	406735821	22413924
POP1	Chr5	4500001	4800000	0.004285249312765843	299749	1764480	411756673	17184146
POP1	Chr5	4800001	5100000	0.005846208416647932	299854	2463196	421332225	7758849
POP1	Chr5	5100001	5400000	0.008185869350605817	299729	3394868	414722964	14189235
POP1	Chr5	5400001	5700000	0.007334048404265179	299669	2964036	404147319	24679020
POP1	Chr5	5700001	6000000	0.017588767590026453	296659	7111716	404332820	23048209
POP1	Chr5	6000001	6300000	0.005931829252801635	299825	2424116	408662471	20387104
POP1	Chr5	6300001	6600000	0.006463868965623605	299718	2639588	408360382	20540369
POP1	Chr5	6600001	6900000	0.008015801475165974	299835	3344704	417263827	11801489
POP1	Chr5	6900001	7200000	0.01010144339125524	299587	3913580	387427801	41282627
POP1	Chr5	7200001	7500000	0.009074321031890544	299390	3819936	420961082	7468870
POP1	Chr5	7500001	7800000	0.007363911238097771	299672	2983544	405157518	23681700
POP1	Chr5	7800001	8100000	0.010226285957333754	299548	4151352	405949141	22714064
POP1	Chr5	8100001	8400000	0.013739905168364383	299356	5449144	396592548	31785888
POP1	Chr5	8400001	8700000	0.016450402568310693	298915	6212796	377668326	50080470
POP1	Chr5	8700001	9000000	0.014619312476304252	299324	5536940	378741477	49591167
POP1	Chr5	9000001	9300000	0.01617804165167853	298997	5904668	364980393	62884314
